#{"t_start": 1744768078.8782742, "env_id": "merge-v0"}
r,l,t
5.694982,7,52.914503
10.139875,12,53.032784
5.792389,7,53.102514
3.088889,4,53.142622
4.005556,5,53.191856
5.748121,7,53.263023
4.005556,5,53.315616
6.600501,8,53.400243
7.515973,10,53.498668
5.719721,7,53.570375
10.139875,12,53.691919
11.0,12,53.809797
5.838889,7,53.878981
5.8085,7,53.947954
5.854346,7,54.017334
5.888889,7,54.086357
5.711613,7,54.155583
4.844542,6,54.213474
5.73939,7,54.281818
10.167653,12,54.399513
3.088889,4,54.439382
4.85861,6,54.498859
5.838889,7,54.568235
10.19543,12,54.685354
6.571325,8,54.765987
3.068148,4,54.805645
5.733431,7,54.87456
5.719721,7,54.943256
4.803054,6,55.002198
6.590098,8,55.082573
7.029537,9,55.169391
4.756764,6,55.228042
3.821325,5,55.27854
5.673431,7,55.348055
5.706925,7,55.418572
3.914788,5,55.468289
3.914788,5,55.517546
6.590098,8,55.597859
5.706925,7,55.667376
8.187376,10,55.76303
3.104346,4,55.802639
3.930526,5,55.852684
10.139875,12,55.97093
6.571325,8,56.05135
10.139875,12,56.168776
10.139875,12,56.286698
11.0,12,56.404295
5.706925,7,56.473449
6.571325,8,56.553593
3.984815,5,56.602687
3.068148,4,56.642547
6.600501,8,56.72431
4.767168,6,56.783127
6.571325,8,56.863192
4.861648,6,56.922114
11.0,12,57.039165
4.790258,6,57.099603
5.88701,7,57.171384
5.719721,7,57.243422
10.167653,12,57.363864
3.984815,5,57.414109
10.167653,12,57.530227
6.571325,8,57.609005
4.781175,6,57.666338
5.761209,7,57.734531
10.139875,12,57.85111
4.790258,6,57.909517
10.167653,12,58.025644
4.845814,6,58.08422
3.830387,5,58.133521
10.167653,12,58.25185
5.818148,7,58.321399
11.0,12,58.437456
10.139875,12,58.553577
10.139875,12,58.670351
5.79879,7,58.739048
5.790258,7,58.808997
4.845814,6,58.867528
4.831454,6,58.925631
4.778315,6,58.984556
3.889426,5,59.034114
4.803054,6,59.092553
11.0,12,59.209704
4.767168,6,59.267957
4.767168,6,59.327833
10.167653,12,59.444763
3.138889,4,59.484047
3.886388,5,59.53386
6.580387,8,59.614004
4.737991,6,59.674339
10.139875,12,59.793776
10.139875,12,59.910825
5.719721,7,59.980255
6.590098,8,60.061403
4.027778,5,60.109949
5.861111,7,60.17907
6.683835,8,60.258694
4.027778,5,60.307657
3.821325,5,60.357383
5.818148,7,60.426831
6.571325,8,60.50702
5.733431,7,60.576439
4.816765,6,60.63527
5.861111,7,60.704547
6.611648,8,60.785409
6.571325,8,60.86486
3.849102,5,60.91553
4.737991,6,60.976629
10.139875,12,61.097641
3.947389,5,61.14789
6.590098,8,61.228786
3.958304,5,61.277936
5.750537,7,61.347192
4.055556,5,61.396144
4.830832,6,61.454452
11.0,12,61.57124
6.590098,8,61.651946
5.719721,7,61.720435
4.744633,6,61.780187
3.941943,5,61.830848
3.095926,4,61.870019
5.79879,7,61.939089
3.04879,4,61.978641
5.780723,7,62.04782
10.167653,12,62.166209
10.563375,12,62.285052
3.930526,5,62.334757
11.0,12,62.451452
3.030723,4,62.49068
5.780723,7,62.559345
3.030723,4,62.599144
5.732197,7,62.669076
4.756764,6,62.727966
3.030723,4,62.768166
10.139875,12,62.885813
5.819415,7,62.955
6.600501,8,63.035717
10.167653,12,63.153485
5.719721,7,63.223108
4.793547,6,63.283284
10.139875,12,63.401204
4.737991,6,63.460422
4.027778,5,63.50972
3.886388,5,63.559439
4.033333,5,63.608505
