#{"t_start": 1743703314.4897766, "env_id": "highway-v0"}
r,l,t
26.03451,33,2895.412203
12.510892,16,2897.79561
19.552354,21,2900.937193
33.057339,38,2906.570305
15.512788,18,2909.26576
12.468669,17,2911.786483
31.090699,40,2917.703948
32.246169,40,2923.668322
7.246046,9,2925.033896
31.41741,40,2930.972898
7.439185,9,2932.318355
24.083126,30,2936.800041
15.746689,19,2939.671886
9.305852,11,2941.307717
24.260067,30,2945.790877
4.623864,6,2946.69671
31.617692,40,2952.713582
33.324472,40,2958.681056
35.560998,40,2964.625403
