#{"t_start": 1744660942.2787075, "env_id": "highway-fast-v0"}
r,l,t
23.451772,30,89.276485
8.53236,10,89.426262
12.646444,17,89.680324
5.046446,6,89.773576
22.152931,30,90.21235
11.153112,12,90.39432
21.566834,30,90.841192
21.211341,29,91.26952
23.217729,30,91.71601
8.815688,11,91.881362
7.352926,10,92.031508
15.886888,21,92.345824
15.918932,21,92.658554
19.81893,26,93.048162
13.197951,15,93.274947
4.832044,7,93.380762
23.386213,30,93.821417
24.086265,30,94.264416
5.179157,6,94.356001
14.385685,20,94.658862
22.582995,30,95.103575
20.685647,30,95.53496
22.053553,30,95.973259
22.820221,30,96.417279
8.952932,12,96.597752
22.320213,30,97.038021
24.619073,30,97.47865
21.952265,30,97.913056
15.097408,18,98.179466
23.585647,30,98.616749
22.486843,30,99.055428
16.799332,20,99.349041
20.718932,30,99.796648
24.086888,30,100.240371
4.26409,6,100.332254
26.762508,30,100.776607
16.619762,21,101.083621
9.086887,12,101.265662
12.445207,17,101.520697
23.052266,30,101.960318
12.263421,14,102.169314
5.15226,8,102.291857
24.550948,30,102.730331
22.218278,30,103.172897
22.7535,30,103.616696
22.953548,30,104.05528
24.416585,30,104.495186
22.75226,30,104.931661
23.096886,30,105.36963
22.351031,30,105.816122
22.052931,30,106.263743
5.233034,7,106.372905
22.318923,30,106.814812
21.766394,30,107.257064
16.131062,22,107.580417
21.053548,30,108.018756
22.153555,30,108.468212
5.632131,8,108.587604
23.085026,30,109.030652
22.334721,30,109.470339
22.650732,30,109.904524
5.284523,7,110.012233
23.166735,30,110.452608
24.018353,30,110.893575
15.295996,19,111.178654
15.077918,18,111.448348
4.280936,6,111.540153
26.950573,30,111.983208
23.620221,30,112.42818
22.851688,30,112.869425
23.086888,30,113.31953
24.820214,30,113.760155
17.466089,22,114.088188
22.415503,30,114.529213
23.985896,30,114.973048
22.353554,30,115.420072
21.452931,30,115.863955
23.353208,30,116.307286
19.410669,24,116.669459
24.55288,30,117.10521
9.513117,13,117.295631
22.986888,30,117.727041
24.719485,30,118.165142
24.797733,30,118.600363
22.919759,30,119.032506
21.119759,30,119.468705
23.912441,30,119.905706
25.086266,30,120.344953
24.953514,30,120.784024
4.81983,7,120.890746
23.234393,30,121.322063
22.999695,30,121.753291
23.053553,30,122.187477
21.935368,30,122.619871
22.486264,30,123.061096
11.219206,14,123.269279
24.718919,30,123.709821
22.953204,30,124.144862
21.152931,30,124.575197
21.352932,30,125.016725
7.14634,10,125.164042
24.898697,30,125.602463
23.033466,30,126.039351
22.433322,30,126.471472
25.599721,30,126.906643
22.5644,30,127.345604
14.612639,19,127.623926
8.150541,10,127.77313
23.284648,30,128.208774
20.985996,30,128.639722
23.882744,30,129.076729
21.086888,30,129.507778
22.153555,30,129.93798
22.352626,30,130.380194
22.25161,30,130.81433
8.685182,12,130.991137
21.353555,30,131.421811
23.583744,30,131.855046
26.153555,30,132.294198
22.052932,30,132.736036
22.086886,30,133.167482
24.153555,30,133.60317
18.366624,24,133.954821
3.718246,5,134.031504
2.598798,4,134.092714
16.246486,21,134.3988
20.915821,30,134.838557
3.712174,5,134.915595
5.020214,7,135.021853
10.386265,14,135.229499
24.553555,30,135.671744
24.511923,30,136.107793
23.685063,30,136.539067
21.218932,29,136.959247
22.619329,30,137.40131
5.315831,7,137.504975
23.984409,30,137.941557
6.831999,9,138.075018
24.685383,30,138.502095
23.149114,30,138.93611
11.4,15,139.155221
22.352931,30,139.596031
13.518932,17,139.844758
23.712221,30,140.276955
12.850892,15,140.495726
3.597343,5,140.571396
23.052583,30,141.006637
23.985599,30,141.445621
22.053554,30,141.876177
22.652356,30,142.306769
23.635383,30,142.751225
25.60204,30,143.187808
21.86933,28,143.598745
21.819137,30,144.036018
22.549919,30,144.46919
17.918931,25,144.83305
7.353555,11,144.997317
24.265384,30,145.430965
23.985599,30,145.868039
23.330439,30,146.307887
6.56506,8,146.427758
16.619598,23,146.764326
22.234446,30,147.198552
23.651995,30,147.631531
22.085994,30,148.059611
5.28587,7,148.166227
22.051776,30,148.599592
21.248566,30,149.038183
22.852202,30,149.471387
22.568403,30,149.901182
11.348348,15,150.118742
25.864166,30,150.554602
4.696404,6,150.644728
13.933008,17,150.895033
24.212313,30,151.331567
10.397335,14,151.533425
22.267017,30,151.961908
14.386425,18,152.226586
20.0002,26,152.601359
22.153555,30,153.031517
23.220221,30,153.467852
22.020221,30,153.906503
6.053554,9,154.040564
4.651957,7,154.145934
24.019553,30,154.590998
23.985586,30,155.030016
14.014135,17,155.275911
26.683913,30,155.711336
24.152932,30,156.150059
22.684614,30,156.584227
25.71073,30,157.020638
7.413509,10,157.167366
23.186888,30,157.605912
24.116615,30,158.040625
23.20031,30,158.471521
17.950964,23,158.812186
21.385599,30,159.244211
23.353165,30,159.684888
7.829778,10,159.832707
23.086543,30,160.27034
23.563776,30,160.705792
22.15232,30,161.142923
23.986835,30,161.581149
21.086888,28,161.993072
24.185067,30,162.425044
19.6999,26,162.803805
22.215684,30,163.241199
15.153112,16,163.475691
11.845351,13,163.668749
25.115778,30,164.107652
25.318933,30,164.543103
25.352309,30,164.976624
21.068041,28,165.39108
21.920213,30,165.82451
22.884139,30,166.25941
23.118319,30,166.694597
23.318547,30,167.121058
23.486888,30,167.557184
16.784576,22,167.874725
7.083874,9,168.007529
16.128584,21,168.313956
22.752308,30,168.747768
22.486614,30,169.175324
23.80235,30,169.614085
23.985585,30,170.053772
26.269289,30,170.49195
3.886887,6,170.583112
24.249957,30,171.024285
21.634792,30,171.461334
22.586888,30,171.89429
20.752049,26,172.274338
24.253501,30,172.709354
23.168707,30,173.150122
23.848644,30,173.583689
26.15163,30,174.015951
23.052315,30,174.44752
23.252298,30,174.881841
12.152927,16,175.114711
22.285993,30,175.544723
24.718932,30,175.986888
22.852264,30,176.41701
23.653552,30,176.855945
23.119835,30,177.288028
3.979313,5,177.363998
25.179157,30,177.800128
12.099356,16,178.035445
5.950541,7,178.140963
11.698191,16,178.375099
23.752932,30,178.809328
12.03271,15,179.02702
23.185599,30,179.454936
4.679317,6,179.54606
22.548123,30,179.979401
24.686266,30,180.416892
22.253553,30,180.853775
24.152926,30,181.292284
22.820221,30,181.725963
23.1155,30,182.159649
25.886888,30,182.592858
26.052316,30,183.030733
10.413001,13,183.21961
21.352932,26,183.60283
24.118879,30,184.035674
24.567043,30,184.46971
22.834099,30,184.902647
16.667017,23,185.235549
24.279786,30,185.679687
18.882672,24,186.031915
15.114836,18,186.295773
8.802266,11,186.458058
10.947865,16,186.691787
24.63449,30,187.124833
22.417617,30,187.557864
26.729616,30,188.000998
21.353247,30,188.429677
17.384541,22,188.754926
23.617904,30,189.184141
16.427309,19,189.461496
1.913001,3,189.509302
23.353081,30,189.947308
24.683642,30,190.384907
12.886888,17,190.636327
22.119863,30,191.067586
26.350682,30,191.513794
22.584732,30,191.949646
6.83599,9,192.082966
24.82017,30,192.528796
21.868168,30,192.962162
24.952932,30,193.404185
22.363248,30,193.847932
21.653553,30,194.291255
23.964442,30,194.734661
22.051863,27,195.136658
23.753554,30,195.584408
25.619598,30,196.023214
15.620169,20,196.323214
24.831158,30,196.76506
24.053092,30,197.204783
22.520213,30,197.655144
22.420221,30,198.099689
9.019222,11,198.264653
21.182792,28,198.681618
20.953555,30,199.134557
17.731339,23,199.474302
14.45062,20,199.779773
25.284398,30,200.22931
21.768084,27,200.620461
23.319608,30,201.051893
19.05173,24,201.399403
24.250846,30,201.83666
9.252582,13,202.026313
3.979313,5,202.102249
24.098175,30,202.542181
23.686273,30,202.971871
22.552243,30,203.405736
4.551037,6,203.495872
23.620221,30,203.922964
22.852266,30,204.357616
21.520219,30,204.7871
23.148304,30,205.220688
23.618884,30,205.647386
22.202661,30,206.076229
22.849911,30,206.507116
22.38568,30,206.944712
24.053086,30,207.379335
11.532871,15,207.598109
11.766227,13,207.78769
23.849341,30,208.226918
24.616771,30,208.665754
23.352932,30,209.095896
23.852341,30,209.532687
10.197337,11,209.694032
24.553555,30,210.125694
24.800046,30,210.55918
13.266667,15,210.78107
23.753198,30,211.219433
7.766316,9,211.350537
17.586265,24,211.698043
21.986888,30,212.129266
23.186886,30,212.560964
6.362267,8,212.680007
22.686888,30,213.117408
1.880129,3,213.163759
24.148234,30,213.598744
23.484713,30,214.029626
24.952932,30,214.464207
24.918987,30,214.896248
23.952353,30,215.330554
12.799992,17,215.578796
23.984599,30,216.01494
23.519017,30,216.458354
22.25305,30,216.888321
6.683874,8,217.001874
23.164052,30,217.414104
22.319598,30,217.823893
24.486885,30,218.236896
24.786426,30,218.652943
11.162807,14,218.844707
12.051698,16,219.066323
21.44622,30,219.472694
9.596049,11,219.620814
23.285459,30,220.031525
11.620221,16,220.258559
23.753554,30,220.662729
23.784575,30,221.077136
21.553555,30,221.49141
15.980176,21,221.78236
23.084953,30,222.192856
5.896875,7,222.290718
18.320221,25,222.631975
22.553555,30,223.044512
9.179779,11,223.197119
11.552044,17,223.432873
22.118974,30,223.84362
16.353554,19,224.104767
15.466116,22,224.404982
22.152659,30,224.817975
23.283474,27,225.190646
21.647941,30,225.599017
23.518436,30,226.008773
12.049457,16,226.225701
23.319124,30,226.64776
24.600711,30,227.053975
23.352932,30,227.468126
23.249864,30,227.872656
23.432757,30,228.280029
23.150964,30,228.694641
24.684555,30,229.101318
22.046707,30,229.509312
21.432106,30,229.918739
23.486888,30,230.328138
22.485375,30,230.744912
13.046445,15,230.950317
21.418712,30,231.353073
14.345016,16,231.574842
22.968093,30,231.985578
23.617909,30,232.392372
22.819599,30,232.797125
22.119019,30,233.202703
23.101458,30,233.611909
21.253555,30,234.019429
22.52022,30,234.420184
22.87835,30,234.826996
2.564801,4,234.88399
24.918927,30,235.293841
6.286881,9,235.41963
23.318966,30,235.83482
23.331627,30,236.248886
22.552266,30,236.653521
24.514821,30,237.062319
22.983648,30,237.468122
18.452352,25,237.813238
11.116126,15,238.017923
21.886583,30,238.426792
18.612812,24,238.751122
24.252266,30,239.154137
22.699698,30,239.559358
6.019547,8,239.672203
22.383352,30,240.074192
23.152033,30,240.479602
23.885963,30,240.885189
20.686888,30,241.296511
24.651683,30,241.70307
23.953201,30,242.112458
22.082984,30,242.516057
24.119599,30,242.922313
23.735996,30,243.329423
24.252635,30,243.735723
14.597342,19,243.99993
25.486887,30,244.410524
21.483866,30,244.81263
18.385599,24,245.144369
22.620172,30,245.549856
23.052188,30,245.956903
25.086266,30,246.360683
7.219917,11,246.511811
22.551708,30,246.92153
23.652608,30,247.324331
22.918045,30,247.733821
11.80204,15,247.941312
20.818395,30,248.349782
22.285693,30,248.760191
23.350969,30,249.171236
14.435599,17,249.40763
22.484745,30,249.812934
22.520221,30,250.221481
18.585585,24,250.551705
22.286847,30,250.958579
22.496598,29,251.352415
24.250363,30,251.76225
24.43394,30,252.181394
22.253555,30,252.585742
24.331794,30,252.989127
22.481966,30,253.391788
22.484106,30,253.79921
20.553034,28,254.180809
24.842175,30,254.589979
18.200044,24,254.916981
22.952277,30,255.326472
8.046445,9,255.452142
21.985593,30,255.858013
26.485599,30,256.267029
21.486888,30,256.67624
24.349771,30,257.085465
22.419246,30,257.494962
19.866667,26,257.851344
24.286888,30,258.262016
24.914967,30,258.671741
22.218325,30,259.0826
25.183785,30,259.492414
24.884399,30,259.903344
15.435987,19,260.167675
25.118551,30,260.577837
24.982635,30,260.986911
20.686888,30,261.399348
24.785254,30,261.808034
23.051735,30,262.21669
23.586887,30,262.625283
21.420221,30,263.04516
25.052266,30,263.452094
9.565378,12,263.618589
23.466049,30,264.022013
23.310901,27,264.392464
22.553555,30,264.801208
7.950541,9,264.926095
20.318931,30,265.331723
22.386425,30,265.737234
21.613884,30,266.147465
25.220214,30,266.555405
1.051567,2,266.58634
7.252701,9,266.712377
21.619599,30,267.12796
12.052663,17,267.366024
23.318932,30,267.772819
22.786425,30,268.176464
11.484977,15,268.385156
23.73475,30,268.796324
23.886888,30,269.205416
6.131539,8,269.315304
23.752887,30,269.725304
22.419599,30,270.136585
24.552932,30,270.544799
22.898751,30,270.953892
27.143427,30,271.364928
23.818918,30,271.780639
22.85266,30,272.192209
21.452034,30,272.595516
5.897337,7,272.694054
24.420221,30,273.104724
12.663381,14,273.299086
6.196716,8,273.410534
22.620221,30,273.821616
22.686888,30,274.230951
20.586888,30,274.644926
3.817027,5,274.714628
8.596049,10,274.855549
21.431279,28,275.237382
16.177618,18,275.486328
24.18422,30,275.89068
25.612309,30,276.298445
13.584384,18,276.549237
23.768434,30,276.950778
10.332711,14,277.145391
22.953555,30,277.561564
23.618252,30,277.965248
12.666317,15,278.173363
8.117869,10,278.313316
21.864499,29,278.707182
24.486262,30,279.114574
22.88387,30,279.527499
22.320208,30,279.92799
23.486888,30,280.3404
20.968397,30,280.743626
15.452266,20,281.01896
22.998367,30,281.428921
23.750629,30,281.836456
25.561197,30,282.247112
23.149912,30,282.653359
24.952932,30,283.064054
22.910863,30,283.470212
8.162715,10,283.608579
23.984893,30,284.018465
22.919593,30,284.433165
21.113164,25,284.776331
14.745273,20,285.048738
10.730165,14,285.242165
22.153549,30,285.653166
21.353549,30,286.061671
10.879523,14,286.254617
21.53347,30,286.658569
21.018987,30,287.074404
25.032044,30,287.484157
24.344933,30,287.890725
26.352447,30,288.298198
12.328497,15,288.506664
13.884266,18,288.7557
23.250889,30,289.164493
22.218323,30,289.57643
23.299278,30,289.977415
7.362715,9,290.101845
23.898713,30,290.514977
1.979667,3,290.557997
23.086888,30,290.966218
4.646446,6,291.051476
22.718406,30,291.467487
22.453555,30,291.876523
22.663773,30,292.287965
22.348648,30,292.696543
23.466463,30,293.110613
25.246379,30,293.519632
24.286265,30,293.929575
23.052661,30,294.338478
23.282791,30,294.747527
5.385364,8,294.859169
23.353555,30,295.271562
6.53102,8,295.382209
13.185599,18,295.633395
24.883766,30,296.041739
23.385629,30,296.45211
23.585122,30,296.860254
23.664053,30,297.270732
23.720214,30,297.674097
19.235534,25,298.018677
22.868382,30,298.423682
18.913965,25,298.767082
24.417694,30,299.17905
24.417688,30,299.594252
6.846023,8,299.705326
6.118932,8,299.815931
24.23205,30,300.233489
23.585518,30,300.650361
24.118054,30,301.072001
21.753554,30,301.494239
8.917868,12,301.669425
10.453091,13,301.856315
24.18431,30,302.273427
8.553158,11,302.431391
22.586888,30,302.847414
22.420221,30,303.265993
22.586882,30,303.686175
23.933333,29,304.090761
24.3977,30,304.509163
12.830198,14,304.708118
23.066257,30,305.134044
23.317492,30,305.557528
25.46609,30,305.981709
22.251241,30,306.398255
22.617679,30,306.823116
24.153549,30,307.249556
7.931402,10,307.390957
23.586888,30,307.816751
22.984976,30,308.243292
23.385686,30,308.668056
23.650046,30,309.095476
24.020221,30,309.525105
6.818343,9,309.656304
24.318937,30,310.077084
22.719558,30,310.49236
23.734122,30,310.912841
24.366555,30,311.33246
18.050886,21,311.6325
10.286888,14,311.83381
