#{"t_start": 1745852444.2149963, "env_id": "highway-v0"}
r,l,t
29.487694,40,6057.663617
28.952274,40,6122.106997
31.332022,40,6186.825426
13.566611,16,6211.33204
29.395171,40,6275.716664
10.834194,14,6296.787955
29.70483,40,6361.804914
10.85158,14,6383.76292
14.457634,18,6411.460407
11.30785,14,6432.441468
3.415246,5,6439.04791
14.838593,20,6469.11976
29.844301,40,6532.775786
9.743801,13,6551.887696
30.637828,40,6615.612537
30.121774,36,6671.904804
32.501919,40,6735.02173
2.55282,4,6740.419275
28.025845,40,6805.786769
8.334923,11,6822.763567
19.631103,24,6860.956367
28.623439,40,6925.520587
12.677094,16,6951.271892
31.161441,40,7015.775422
27.803368,40,7069.694881
28.580371,40,7134.278142
28.442087,40,7199.886491
16.50785,20,7230.360964
8.642356,11,7247.018936
28.448901,40,7300.003877
16.459183,20,7331.237088
9.302809,12,7350.019066
32.061626,40,7411.502676
7.346669,9,7425.079527
32.568545,37,7475.212246
31.835496,40,7539.611447
28.803756,40,7595.958229
22.074443,30,7642.685029
29.705278,40,7707.184039
29.288881,40,7770.879915
28.893549,35,7825.970179
28.560815,40,7887.355165
8.432389,11,7904.256425
3.283654,5,7910.92615
33.634173,40,7975.684988
34.112737,40,8038.230862
4.449566,7,8048.818464
31.520565,40,8112.719863
29.0621,40,8178.672125
14.451434,18,8207.550706
28.725992,40,8270.38834
29.271925,40,8326.949605
27.341801,34,8374.823067
29.746536,40,8431.282979
27.998496,40,8488.39377
21.129263,29,8529.457956
21.708375,26,8564.767857
6.933781,9,8576.293913
17.968928,23,8605.684059
20.94532,25,8639.341995
29.946291,36,8687.352474
34.665168,40,8742.253753
7.987332,10,8754.950254
21.522055,26,8791.02049
3.527108,5,8797.305485
3.598153,5,8803.631219
6.660127,9,8815.826329
14.393386,18,8840.865892
5.330458,7,8850.122673
34.322324,40,8904.874372
6.79131,9,8917.058475
34.024685,40,8973.45101
10.000263,11,8988.364536
16.670944,21,9017.93369
30.437802,40,9074.83008
10.278669,13,9092.849631
34.183467,40,9144.841453
2.618241,4,9149.557993
30.276444,40,9205.668298
4.135922,6,9212.192634
10.883209,14,9230.334704
29.775673,40,9283.60663
28.7829,40,9340.635319
9.511137,12,9356.432621
29.527156,40,9413.060833
6.998501,9,9425.11086
21.595809,31,9468.047667
15.810179,20,9493.028791
21.951083,31,9537.058792
9.528292,12,9552.482465
12.920802,16,9574.35625
28.839118,40,9631.560768
7.545387,10,9645.147948
27.486358,40,9699.721674
16.642451,19,9725.841136
32.33166,40,9781.671644
34.94953,40,9835.448382
6.9757,9,9847.16726
34.666667,40,9899.801614
29.177139,40,9956.438598
6.524649,9,9967.671403
7.770263,10,9979.443372
6.179242,8,9990.069808
13.547529,17,10013.459757
15.96728,20,10040.444706
27.112322,40,10097.192241
13.016226,16,10118.901152
26.943675,32,10162.769445
7.237501,10,10176.632033
26.801347,36,10223.642966
30.29114,40,10280.151179
17.216095,20,10306.535626
27.425982,40,10363.39741
7.109634,10,10376.648994
31.574928,40,10432.491343
3.843854,6,10439.963816
32.512672,40,10493.997618
10.077062,13,10511.512141
28.224217,40,10568.515543
20.89914,25,10603.413341
27.42085,40,10660.980981
27.558055,40,10717.885139
4.46178,6,10725.462924
1.730086,3,10728.756815
5.036003,7,10737.302736
29.550985,40,10788.611328
12.099595,15,10806.716735
13.041709,16,10826.04932
28.181533,40,10883.750221
16.906415,18,10907.384262
27.560815,40,10960.097602
21.839772,32,11005.375417
29.6599,40,11062.168549
28.925106,40,11116.94498
29.479172,40,11173.585598
28.729701,40,11230.512721
28.178183,40,11287.291496
29.413905,40,11343.689764
7.746311,10,11356.93347
19.39148,22,11386.347393
28.288523,40,11442.828712
28.291412,40,11496.215858
1.75283,3,11499.844161
7.841184,10,11512.608323
34.405153,40,11568.299596
29.439373,40,11615.077282
12.380297,16,11636.512163
29.149162,40,11689.763167
5.266667,7,11698.659882
30.552447,40,11754.959882
17.006395,21,11784.162216
29.172628,40,11840.527491
31.031434,40,11897.078093
27.906104,40,11953.693664
16.433222,20,11981.344859
30.499627,40,12037.839827
18.373878,26,12074.438954
22.768898,29,12114.004395
16.960744,21,12139.680961
30.731866,40,12195.091624
25.524074,30,12236.011724
27.688772,40,12290.020217
29.315945,39,12334.856597
7.729155,9,12346.504384
34.269373,40,12402.213922
27.181538,40,12459.490695
30.216928,40,12515.429837
9.110137,13,12530.61006
25.002523,37,12581.354206
6.903156,9,12592.998667
27.645671,40,12649.741188
29.510156,40,12706.376781
29.396928,40,12761.648439
31.453866,40,12817.572059
29.46568,36,12867.147281
31.878092,40,12924.024813
3.129901,5,12930.493792
28.908373,40,12986.288926
8.509827,12,13002.404099
27.622433,40,13059.283416
17.596725,25,13088.326798
30.500819,40,13141.162318
31.244032,40,13197.506265
15.226957,19,13224.23811
24.263238,29,13264.642525
14.700622,18,13289.277168
28.663624,40,13345.66222
12.151321,15,13365.329189
21.682145,26,13400.90913
17.637686,19,13426.622537
30.291805,40,13483.545683
27.839264,40,13540.193168
28.504722,40,13596.670175
29.076497,40,13648.538143
27.863588,40,13705.008371
31.015146,40,13760.166805
19.973543,24,13793.231133
33.259627,40,13844.650993
