#{"t_start": 1743031781.3462484, "env_id": "highway-fast-v0"}
r,l,t
8.076914,10,889.691006
16.27882,19,892.512146
7.420169,9,893.686667
6.649253,8,894.782381
12.711691,14,896.861749
20.0172,24,900.606973
18.529777,25,904.300311
24.420216,30,908.43181
21.899436,30,912.324222
11.776674,14,914.306967
7.479779,9,915.574167
23.486258,30,920.097839
12.511358,17,922.534719
20.535996,30,927.056909
21.385105,30,931.700961
22.417686,30,936.348906
15.785599,21,939.56161
24.235692,30,944.075181
13.944864,16,946.570373
1.766045,3,947.048455
21.652215,30,951.750906
3.547285,5,952.435999
17.143186,19,955.436053
20.419017,30,959.55899
7.118354,10,961.085065
14.079307,16,963.431855
16.946796,22,966.31534
27.510723,30,970.404266
1.118234,2,970.694118
20.284509,25,974.612129
10.609995,12,976.468362
10.781819,14,978.653459
11.845487,15,980.612257
2.632711,4,981.198598
13.495472,17,983.889137
3.835995,6,984.759232
7.644865,9,986.09414
7.446445,9,987.444178
2.714487,4,988.02692
9.963554,13,989.941405
23.685685,30,994.538742
5.61265,7,995.569591
9.163542,10,997.147918
25.252596,30,1001.737265
4.8,7,1002.798604
22.385598,30,1007.352683
12.686438,16,1009.405365
10.612154,12,1010.947566
6.715142,9,1012.207381
13.611822,17,1014.48
7.419157,9,1015.458521
6.4,9,1016.390127
8.513112,10,1017.577331
16.00204,20,1019.848905
22.020221,30,1023.502027
13.409908,15,1025.480489
24.419599,30,1029.32353
25.584655,30,1033.000896
12.67775,14,1034.959764
23.086888,30,1039.276863
5.599377,8,1040.30364
22.315734,30,1044.723218
23.285477,29,1049.056314
21.220221,30,1053.375373
23.886888,30,1057.350383
3.033718,4,1057.905843
7.851911,9,1059.174117
6.812018,8,1060.348732
12.645981,16,1062.367382
24.782058,30,1066.885181
4.84491,6,1067.736495
28.175296,30,1072.166481
16.850426,20,1075.186638
25.474844,29,1079.622747
14.677726,17,1082.178029
23.84421,27,1086.248543
22.785686,30,1090.675391
12.753112,18,1093.40369
1.879667,3,1093.796522
10.732087,14,1095.881953
8.416585,10,1097.383081
22.219757,30,1101.961205
13.713119,18,1104.629013
12.045487,14,1106.549898
23.576213,30,1111.129323
20.686265,30,1115.641079
20.153555,30,1120.171547
22.518931,30,1124.730856
2.913158,4,1125.29175
4.578234,6,1126.162879
23.185599,30,1130.679044
6.945829,9,1131.987001
24.550619,30,1136.594334
7.879157,9,1137.984255
18.77774,21,1141.107484
9.152013,12,1142.953148
9.353554,12,1144.61503
17.178363,20,1147.395518
11.184775,14,1149.436305
11.111816,13,1151.441894
8.130094,10,1152.935567
13.979779,16,1155.219003
24.120173,30,1159.788217
23.518717,30,1164.294847
23.985599,30,1168.770439
24.606501,27,1172.750978
16.04392,18,1175.515912
11.144408,13,1177.473774
13.477894,15,1179.670531
8.245823,10,1181.165142
7.745025,9,1182.52558
11.450747,13,1184.4868
24.585983,30,1189.021651
27.877286,30,1193.041472
5.6,8,1193.909269
23.846034,30,1198.021272
4.646446,6,1198.792697
22.719827,30,1201.94337
4.352475,6,1202.742114
7.778358,9,1203.885656
25.018192,30,1207.422772
7.896875,9,1208.384
26.11867,30,1211.988724
14.982216,17,1214.195628
26.11736,30,1217.877963
13.128437,15,1219.868681
22.620221,30,1223.301567
21.511647,25,1226.136345
21.55222,30,1230.325027
10.144893,11,1231.993867
5.212261,7,1232.927402
7.328425,9,1234.369944
2.812239,4,1234.960778
19.885458,26,1238.855385
22.10872,25,1242.638909
28.674656,30,1247.262651
21.353555,30,1251.690993
11.545487,13,1253.48264
6.43067,8,1254.580847
24.912887,30,1259.116604
15.05085,21,1262.31246
22.185599,30,1266.947387
23.951061,30,1271.537053
8.245823,10,1273.017091
25.148989,30,1277.692925
7.578377,9,1279.020979
5.179202,7,1280.165678
4.812019,6,1281.068863
5.545358,7,1281.996396
6.729515,9,1283.394539
15.127899,18,1286.195178
7.467515,9,1287.48661
12.144214,14,1289.484697
15.753548,18,1292.01602
12.379311,16,1294.520993
19.345487,24,1297.891679
21.166747,27,1302.042614
2.465378,4,1302.613648
13.816839,15,1304.810172
11.046445,12,1306.425686
23.71831,30,1310.933285
23.08431,30,1315.538011
11.743974,15,1317.916948
11.200849,13,1319.678459
5.013113,6,1320.476624
9.962616,11,1321.958764
7.347906,10,1323.49056
4.54491,6,1324.414781
5.71183,7,1325.388682
12.085641,16,1327.876024
25.979231,30,1332.420595
20.952266,25,1336.07308
10.244667,13,1338.042349
7.512018,9,1339.425774
24.011597,30,1343.806094
27.183901,30,1348.163662
3.884532,5,1348.911045
5.219084,7,1349.87939
4.013118,5,1350.607187
11.753555,16,1352.944167
6.880803,8,1354.198939
23.142955,27,1358.349855
23.351501,30,1362.917456
20.953555,30,1367.463677
8.147819,11,1369.043289
25.184569,30,1373.741258
22.499195,30,1378.317221
5.982936,8,1379.505551
15.819598,21,1382.692815
23.531974,28,1386.64063
19.663415,22,1389.630618
11.412018,14,1391.585487
24.585954,30,1395.281065
16.060811,18,1397.293072
14.684145,20,1400.022415
8.511546,10,1401.212302
7.52851,9,1402.320223
23.397508,30,1406.222354
12.91249,14,1407.900918
15.543107,18,1410.175832
24.918933,30,1413.904753
3.145532,4,1414.26682
20.451739,30,1417.768255
12.57849,15,1419.863739
10.312106,13,1421.550075
22.817353,28,1425.600982
2.912536,4,1426.193962
2.013463,3,1426.693373
2.533333,4,1427.245781
24.286888,30,1431.428473
24.779779,30,1435.974721
7.499558,9,1437.329635
10.629382,12,1439.184015
25.585294,30,1443.830889
23.953031,30,1448.435199
7.579307,9,1449.822353
22.086888,30,1454.069996
27.417399,30,1458.726166
22.918932,30,1463.143799
9.852265,14,1465.33385
1.832045,3,1465.789758
24.686888,30,1470.012253
11.279307,13,1471.830487
